id,province_city,city_mun_brgy,latitude,longitude
494,Cebu,Alcantara,9.9674,125.4552
495,Cebu,Alcoy,9.7117,123.4608
496,Cebu,Alegria,9.7601,123.3711
497,Cebu,Aloguinsan,10.1917,123.5616
498,Cebu,Argao,9.8818,123.6089
499,Cebu,Asturias,10.5967,123.8188
500,Cebu,Badian,9.8321,123.4159
501,Cebu,Balamban,10.4858,123.7741
502,Cebu,Bantayan,11.1999,123.7406
503,Cebu,Barili,10.1219,123.5393
504,Cebu,Bogo,11.0128,123.9861
505,Cebu,Boljoon,9.6457,123.4496
506,Cebu,Borbon,10.8463,123.9973
507,Cebu,Carcar,10.1151,123.64
508,Cebu,Carmen,10.5937,124.0186
509,Cebu,Catmon,10.7209,124.0121
510,Cebu,Cebu City,10.3157,123.8854
511,Cebu,Compostela,10.4659,123.9806
512,Cebu,Consolacion,10.4368,123.9416
513,Cebu,Cordova,10.2439,123.9416
514,Cebu,Daanbantayan,11.2465,124.0173
515,Cebu,Dalaguete,9.7518,123.5078
516,Cebu,Danao,10.5417,123.9527
517,Cebu,Dumanjug,10.0572,123.4382
518,Cebu,Ginatilan,9.5787,123.3598
519,Cebu,Lapu-Lapu,10.2662,123.9973
520,Cebu,Liloan,10.4121,123.9861
521,Cebu,Madridejos,11.2642,123.735
522,Cebu,Malabuyoc,9.6447,123.3711
523,Cebu,Mandaue,10.3321,123.9357
524,Cebu,Medellin,11.1491,123.9861
525,Cebu,Minglanilla,10.2433,123.789
526,Cebu,Moalboal,9.9557,123.4008
527,Cebu,Naga,10.2085,123.7573
528,Cebu,Oslob,9.563,123.4159
529,Cebu,Pilar,10.7518,124.5196
530,Cebu,Pinamungajan,10.2638,123.6064
531,Cebu,Poro,10.7017,124.4162
532,Cebu,Ronda,9.9921,123.4496
533,Cebu,Samboan,9.5044,123.3374
534,Cebu,San Fernando,10.1871,123.6847
535,Cebu,San Francisco,10.6472,124.3532
536,Cebu,San Remigio,10.9601,123.9416
537,Cebu,Santa Fe,11.1691,123.7909
538,Cebu,Santander,9.4468,123.3374
539,Cebu,Sibonga,10.0431,123.5952
540,Cebu,Sogod,10.7631,123.9639
541,Cebu,Tabogon,10.9239,123.9973
542,Cebu,Tabuelan,10.8574,123.9081
543,Cebu,Talisay,10.257,123.83
544,Cebu,Toledo,10.387,123.6503
545,Cebu,Tuburan,10.7076,123.8635
546,Cebu,Tudela,10.6367,124.4694
547,Cagayan de Oro,Agusan,8.4856,124.7437
548,Cagayan de Oro,Baikingon,8.4729,124.5695
549,Cagayan de Oro,Bulua,8.5044,124.6192
550,Cagayan de Oro,Balubal,8.4517,124.7796
551,Cagayan de Oro,Balulang,8.4484,124.6272
552,Cagayan de Oro,Barangay 1,8.4752,124.6424
553,Cagayan de Oro,Barangay 2,8.4761,124.6433
554,Cagayan de Oro,Barangay 3,8.4762,124.6454
555,Cagayan de Oro,Barangay 4,8.4782,124.6434
556,Cagayan de Oro,Barangay 5,8.4775,124.6437
557,Cagayan de Oro,Barangay 6,8.4776,124.6417
558,Cagayan de Oro,Barangay 7,8.4807,124.6418
559,Cagayan de Oro,Barangay 8,8.4785,124.6438
560,Cagayan de Oro,Barangay 9,8.4784,124.6452
561,Cagayan de Oro,Barangay 10,8.4894,124.6424
562,Cagayan de Oro,Barangay 11,8.4815,124.6438
563,Cagayan de Oro,Barangay 12,8.4794,124.6457
564,Cagayan de Oro,Barangay 13,8.4837,124.6421
565,Cagayan de Oro,Barangay 14,8.482,124.6445
566,Cagayan de Oro,Barangay 15,8.4844,124.6431
567,Cagayan de Oro,Barangay 16,8.484,124.6458
568,Cagayan de Oro,Barangay 17,8.4867,124.6433
569,Cagayan de Oro,Barangay 18,8.4858,124.6454
570,Cagayan de Oro,Barangay 19,8.4845,124.6464
571,Cagayan de Oro,Barangay 20,8.4858,124.6473
572,Cagayan de Oro,Barangay 21,8.4908,124.6518
573,Cagayan de Oro,Barangay 22,8.4903,124.6542
574,Cagayan de Oro,Barangay 23,8.4875,124.6496
575,Cagayan de Oro,Barangay 24,8.4846,124.6528
576,Cagayan de Oro,Barangay 25,8.4865,124.6489
577,Cagayan de Oro,Barangay 26,8.4855,124.6539
578,Cagayan de Oro,Barangay 27,8.4828,124.6504
579,Cagayan de Oro,Barangay 28,8.4818,124.6521
580,Cagayan de Oro,Barangay 29,8.4809,124.6462
581,Cagayan de Oro,Barangay 30,8.4808,124.65
582,Cagayan de Oro,Barangay 31,8.4801,124.6545
583,Cagayan de Oro,Barangay 32,8.4802,124.6494
584,Cagayan de Oro,Barangay 33,8.4783,124.6514
585,Cagayan de Oro,Barangay 34,8.4782,124.6528
586,Cagayan de Oro,Barangay 35,8.478,124.6549
587,Cagayan de Oro,Barangay 36,8.4763,124.6549
588,Cagayan de Oro,Barangay 37,8.4764,124.6535
589,Cagayan de Oro,Barangay 38,8.4761,124.6507
590,Cagayan de Oro,Barangay 39,8.4766,124.6495
591,Cagayan de Oro,Barangay 40,8.4778,124.6469
592,Cagayan de Oro,Bayabas,8.511,124.6336
593,Cagayan de Oro,Bayanga,8.3557,124.5999
594,Cagayan de Oro,Besigan,8.2597,124.5584
595,Cagayan de Oro,Bonbon,8.5058,124.6483
596,Cagayan de Oro,Bugo,8.5072,124.7603
597,Cagayan de Oro,Camaman-an,8.4614,124.6608
598,Cagayan de Oro,Canito-an,8.48,124.5916
599,Cagayan de Oro,Carmen,8.4676,124.6221
600,Cagayan de Oro,Consolacion,8.4897,124.6456
601,Cagayan de Oro,Cugman,8.4513,124.6912
602,Cagayan de Oro,Dansolihon,8.3067,124.5485
603,Cagayan de Oro,F. S. Catanico,8.4387,124.7243
604,Cagayan de Oro,Gusa,8.4742,124.6821
605,Cagayan de Oro,Indahag,8.4349,124.6691
606,Cagayan de Oro,Iponan,8.4914,124.5944
607,Cagayan de Oro,Kauswagan,8.5005,124.6358
608,Cagayan de Oro,Lapasan,8.4835,124.6616
609,Cagayan de Oro,Lumbia,8.4126,124.6103
610,Cagayan de Oro,Macabalan,8.4997,124.6621
611,Cagayan de Oro,Macasandig,8.4465,124.6469
612,Cagayan de Oro,Mambuaya,8.3216,124.5916
613,Cagayan de Oro,Nazareth,8.4708,124.6483
614,Cagayan de Oro,Pagalungan,8.4061,124.5611
615,Cagayan de Oro,Pagatpat,8.4505,124.5833
616,Cagayan de Oro,Patag,8.4886,124.622
617,Cagayan de Oro,Pigsag-an,8.3386,124.5141
618,Cagayan de Oro,Puerto,8.4678,124.794
619,Cagayan de Oro,Puntod,8.4956,124.6566
620,Cagayan de Oro,San Simon,8.4356,124.5695
621,Cagayan de Oro,Tablon,8.4788,124.7235
622,Cagayan de Oro,Taglimao,8.4083,124.6031
623,Cagayan de Oro,Tagpangi,8.3569,124.5639
624,Cagayan de Oro,Tignapoloan,8.2741,124.5778
625,Cagayan de Oro,Tuburan,8.3695,124.5113
626,Cagayan de Oro,Tumpagon,8.3269,124.467
